RIL2_2,RIL2_8,RIL2_3,EG4-1,RIL2_6,RIL2_1-8,RIL2_4,RIL2_7,RIL2_5,A123-0,RIL2_1
NC_029262.1_19446274,NC_029261.1_25002505,NC_029262.1_23580941,NC_029260.1_24643228,NC_029260.1_16615708,NC_029262.1_17125849,NC_029260.1_21321063,NC_029262.1_7903734,NC_029262.1_21376224,NC_029264.1_12812945,NC_029262.1_17125849
NC_029262.1_19493002,NC_029261.1_26083882,NC_029262.1_23684823,NC_029260.1_24878618,NC_029260.1_16786835,NC_029262.1_18398411,NC_029260.1_21678134,NC_029262.1_7972037,NC_029262.1_21402839,NC_029264.1_13755558,NC_029262.1_18398411
NC_029262.1_20587125,NC_029261.1_26084881,NC_029262.1_24315407,NC_029260.1_25474860,NC_029260.1_16788403,NC_029262.1_18920531,NC_029260.1_22645235,NC_029262.1_8542771,NC_029262.1_22060084,NC_029264.1_15710873,NC_029262.1_18920531
NC_029262.1_20612318,NC_029261.1_26417517,NC_029262.1_24773097,NC_029260.1_25536620,NC_029260.1_17697456,NC_029262.1_18983648,NC_029260.1_23257990,NC_029262.1_8879927,NC_029262.1_22679546,NC_029264.1_16182068,NC_029262.1_18983648
NC_029262.1_23795149,NC_029261.1_26664746,NC_029262.1_26090553,NC_029260.1_25546565,NC_029260.1_18960104,NC_029262.1_19010135,NC_029260.1_23950470,NC_029262.1_10375096,NC_029262.1_23009796,NC_029264.1_16865569,NC_029262.1_19010135
NC_029262.1_24937107,NC_029261.1_27766372,NC_029262.1_26156681,NC_029260.1_25829848,NC_029260.1_19143341,NC_029262.1_19911143,NC_029260.1_24270069,NC_029262.1_11852824,NC_029262.1_23057039,NC_029264.1_17091700,NC_029262.1_19911143
NC_029262.1_25772024,NC_029261.1_27840590,NC_029262.1_26909813,NC_029260.1_26247574,NC_029260.1_20117984,NC_029262.1_20152298,NC_029260.1_24356896,NC_029262.1_13481674,NC_029262.1_23233494,NC_029264.1_17343760,NC_029262.1_20152298
NC_029262.1_25788367,NC_029261.1_28915938,NC_029262.1_27443315,NC_029260.1_26358921,NC_029260.1_21400043,NC_029262.1_20204540,NC_029260.1_27073211,NC_029262.1_14975640,NC_029262.1_23272149,NC_029264.1_17908907,NC_029262.1_20204540
NC_029262.1_26090553,NC_029261.1_29756945,NC_029262.1_29002783,NC_029260.1_28151163,NC_029260.1_21633281,NC_029262.1_20527763,NC_029260.1_27123801,NC_029262.1_16023231,NC_029262.1_23559204,NC_029264.1_18354396,NC_029262.1_20527763
NC_029262.1_26156681,NC_029261.1_31117136,NC_029262.1_29015071,NC_029260.1_28647319,NC_029260.1_21674988,NC_029262.1_20615707,NC_029260.1_27177269,NC_029262.1_17125849,NC_029262.1_23752426,NC_029264.1_19637390,NC_029262.1_20615707
NC_029262.1_26460306,NC_029262.1_1246378,NC_029262.1_29076496,NC_029260.1_28927630,NC_029260.1_22056643,NC_029262.1_21376224,NC_029260.1_28030428,NC_029262.1_18920531,NC_029262.1_23852998,NC_029264.1_19950388,NC_029262.1_21376224
NC_029262.1_26674879,NC_029262.1_1765732,NC_029262.1_29484348,NC_029260.1_29019505,NC_029260.1_22646608,NC_029262.1_21402839,NC_029260.1_28151163,NC_029262.1_19010135,NC_029262.1_23898252,NC_029264.1_19950662,NC_029262.1_21402839
NC_029262.1_27443189,NC_029262.1_2143592,NC_029263.1_115834,NC_029260.1_29722383,NC_029260.1_23213326,NC_029262.1_21883487,NC_029260.1_28876021,NC_029262.1_19446784,NC_029262.1_24450859,NC_029264.1_20250174,NC_029262.1_21883487
NC_029262.1_27679691,NC_029262.1_2237392,NC_029263.1_264276,NC_029261.1_844778,NC_029260.1_23257993,NC_029262.1_22060084,NC_029260.1_28878788,NC_029262.1_20152298,NC_029262.1_24937107,NC_029264.1_20804029,NC_029262.1_22060084
NC_029262.1_28151482,NC_029262.1_3667744,NC_029263.1_458414,NC_029261.1_1730612,NC_029260.1_23466580,NC_029262.1_22679546,NC_029260.1_28927630,NC_029262.1_20204537,NC_029262.1_25272426,NC_029265.1_664875,NC_029262.1_22679546
NC_029262.1_28821662,NC_029262.1_3889221,NC_029263.1_737333,NC_029261.1_2035334,NC_029260.1_23499064,NC_029262.1_23009796,NC_029260.1_29589710,NC_029262.1_20615707,NC_029262.1_25772024,NC_029265.1_1267743,NC_029262.1_23009796
NC_029262.1_28868722,NC_029262.1_4019951,NC_029263.1_973879,NC_029261.1_2856375,NC_029260.1_23520848,NC_029262.1_23067146,NC_029261.1_807578,NC_029262.1_21376224,NC_029262.1_25788367,NC_029265.1_2990544,NC_029262.1_23067146
NC_029262.1_29014628,NC_029262.1_4031358,NC_029263.1_5033538,NC_029261.1_4005007,NC_029260.1_23730116,NC_029262.1_23272149,NC_029261.1_844778,NC_029262.1_21402839,NC_029262.1_26012882,NC_029265.1_5464812,NC_029262.1_23272149
NC_029262.1_29015071,NC_029262.1_4049586,NC_029263.1_5326964,NC_029261.1_4093155,NC_029260.1_23730901,NC_029262.1_23407161,NC_029261.1_986513,NC_029262.1_22060084,NC_029262.1_26090553,NC_029265.1_10579471,NC_029262.1_23407161
NC_029262.1_29460820,NC_029262.1_4283790,NC_029263.1_5556704,NC_029261.1_4234882,NC_029260.1_23978444,NC_029262.1_23555326,NC_029261.1_2035334,NC_029262.1_22234546,NC_029262.1_26156684,NC_029265.1_11609959,NC_029262.1_23555326
NC_029262.1_29484348,NC_029262.1_7541939,NC_029263.1_8261894,NC_029261.1_4729736,NC_029260.1_24062131,NC_029262.1_23559204,NC_029261.1_2856378,NC_029262.1_22679546,NC_029262.1_26460309,NC_029265.1_12054351,NC_029262.1_23559204
NC_029263.1_613972,NC_029262.1_8541854,NC_029263.1_8581519,NC_029261.1_5175416,NC_029260.1_24610393,NC_029262.1_23752426,NC_029261.1_3811309,NC_029262.1_23009796,NC_029262.1_27759447,NC_029265.1_14181188,NC_029262.1_23752426
NC_029263.1_763040,NC_029262.1_12440865,NC_029263.1_8655024,NC_029261.1_5502988,NC_029260.1_24878621,NC_029262.1_23852998,NC_029261.1_4093155,NC_029262.1_23272149,NC_029262.1_28308177,NC_029265.1_15143402,NC_029262.1_23852998
NC_029263.1_974176,NC_029262.1_16258988,NC_029263.1_9385126,NC_029261.1_5711664,NC_029260.1_25474860,NC_029262.1_23898252,NC_029261.1_4729736,NC_029262.1_23559204,NC_029262.1_28531684,NC_029265.1_15522562,NC_029262.1_23898252
NC_029263.1_2376612,NC_029262.1_18920531,NC_029263.1_9683722,NC_029261.1_5760194,NC_029260.1_25536620,NC_029262.1_24036104,NC_029261.1_5711664,NC_029262.1_23752429,NC_029262.1_28821662,NC_029265.1_15844226,NC_029262.1_24036104
NC_029263.1_2433354,NC_029262.1_19010135,NC_029263.1_9778571,NC_029261.1_6151041,NC_029260.1_25546565,NC_029262.1_24937107,NC_029261.1_6151041,NC_029262.1_23852998,NC_029262.1_29015071,NC_029265.1_16757583,NC_029262.1_24937107
NC_029263.1_4865570,NC_029262.1_19620796,NC_029263.1_10236780,NC_029261.1_6356701,NC_029260.1_26247574,NC_029262.1_24948660,NC_029261.1_6356701,NC_029262.1_23898252,NC_029262.1_29475472,NC_029265.1_17064451,NC_029262.1_24948660
NC_029263.1_8581522,NC_029262.1_20152298,NC_029263.1_11403144,NC_029261.1_6521724,NC_029260.1_26273376,NC_029262.1_25253048,NC_029261.1_6521724,NC_029262.1_24937110,NC_029262.1_29484348,NC_029265.1_17892618,NC_029262.1_25253048
NC_029263.1_8655021,NC_029262.1_20204537,NC_029263.1_13103110,NC_029261.1_6848915,NC_029260.1_27853709,NC_029262.1_25626283,NC_029261.1_6848915,NC_029262.1_25772024,NC_029263.1_613972,NC_029265.1_17918254,NC_029262.1_25626283
NC_029263.1_9385129,NC_029262.1_20615707,NC_029263.1_14721481,NC_029261.1_7253875,NC_029260.1_28151163,NC_029262.1_26909813,NC_029261.1_7690781,NC_029262.1_25788367,NC_029263.1_763040,NC_029265.1_18044216,NC_029262.1_26909813
NC_029263.1_9683719,NC_029262.1_21376224,NC_029263.1_15632446,NC_029261.1_7690781,NC_029260.1_28478267,NC_029262.1_27443315,NC_029261.1_8027977,NC_029262.1_26090553,NC_029263.1_3396323,NC_029265.1_18050498,NC_029262.1_27443315
NC_029263.1_9778571,NC_029262.1_21402839,NC_029263.1_16354684,NC_029261.1_8042612,NC_029260.1_28527273,NC_029262.1_27578565,NC_029261.1_8042612,NC_029262.1_26156681,NC_029263.1_5033538,NC_029265.1_18430452,NC_029262.1_27578565
NC_029263.1_11403144,NC_029262.1_21692303,NC_029263.1_19456158,NC_029261.1_8279423,NC_029260.1_28878788,NC_029262.1_28151482,NC_029261.1_8316573,NC_029262.1_26460306,NC_029263.1_5556704,NC_029265.1_21849907,NC_029262.1_28151482
NC_029263.1_11413111,NC_029262.1_22318243,NC_029263.1_19671062,NC_029261.1_8316573,NC_029260.1_29520146,NC_029262.1_28526086,NC_029261.1_8356633,NC_029262.1_26933238,NC_029263.1_8581519,NC_029265.1_21853601,NC_029262.1_28526086
NC_029263.1_13103110,NC_029262.1_22732982,NC_029263.1_19840875,NC_029261.1_8318684,NC_029260.1_29588507,NC_029262.1_29154624,NC_029261.1_10089991,NC_029262.1_27443189,NC_029263.1_8655021,NC_029265.1_21923711,NC_029262.1_29154624
NC_029263.1_14721481,NC_029262.1_23272143,NC_029263.1_23714170,NC_029261.1_8356630,NC_029260.1_29636516,NC_029262.1_29460820,NC_029261.1_10360942,NC_029262.1_28151482,NC_029263.1_9385126,NC_029265.1_22745427,NC_029262.1_29460820
NC_029263.1_15387726,NC_029262.1_23682300,NC_029263.1_24881079,NC_029261.1_10143336,NC_029261.1_844778,NC_029262.1_29484348,NC_029261.1_11558694,NC_029262.1_29154624,NC_029263.1_9683722,NC_029266.1_257898,NC_029262.1_29484348
NC_029263.1_15632446,NC_029262.1_24315404,NC_029263.1_26430164,NC_029261.1_10926509,NC_029261.1_986513,NC_029263.1_264276,NC_029261.1_14196448,NC_029262.1_29460820,NC_029263.1_9778571,NC_029266.1_617174,NC_029263.1_264276
NC_029263.1_18093769,NC_029262.1_24773097,NC_029263.1_26602700,NC_029261.1_11552864,NC_029261.1_2035334,NC_029263.1_458414,NC_029261.1_14533007,NC_029262.1_29484348,NC_029263.1_13076784,NC_029266.1_1807319,NC_029263.1_458414
NC_029263.1_18094269,NC_029262.1_26909813,NC_029263.1_28359620,NC_029261.1_12091522,NC_029261.1_2439924,NC_029263.1_737333,NC_029261.1_14790332,NC_029263.1_264276,NC_029263.1_13103107,NC_029266.1_2446250,NC_029263.1_737333
NC_029263.1_19197270,NC_029262.1_27443315,NC_029263.1_28359810,NC_029261.1_14533007,NC_029261.1_2856375,NC_029263.1_973879,NC_029261.1_17106305,NC_029263.1_458414,NC_029263.1_14721481,NC_029266.1_2492870,NC_029263.1_973879
NC_029263.1_19452247,NC_029262.1_28525558,NC_029264.1_643090,NC_029261.1_14790332,NC_029261.1_3811309,NC_029263.1_3503388,NC_029261.1_18971561,NC_029263.1_737333,NC_029263.1_15387726,NC_029266.1_2724735,NC_029263.1_3503388
NC_029263.1_19453400,NC_029262.1_28577215,NC_029264.1_968866,NC_029261.1_15893886,NC_029261.1_4050042,NC_029263.1_5033538,NC_029261.1_20681296,NC_029263.1_973879,NC_029263.1_15632449,NC_029266.1_2880275,NC_029263.1_5033538
NC_029263.1_19856471,NC_029262.1_28821662,NC_029264.1_1084608,NC_029261.1_17106305,NC_029261.1_4093155,NC_029263.1_5556704,NC_029261.1_20717706,NC_029263.1_1556869,NC_029263.1_19050587,NC_029266.1_3596962,NC_029263.1_5556704
NC_029263.1_19888503,NC_029262.1_29484348,NC_029264.1_2094377,NC_029261.1_17922886,NC_029261.1_4672362,NC_029263.1_6804573,NC_029261.1_21010524,NC_029263.1_4899681,NC_029263.1_19197270,NC_029266.1_3763257,NC_029263.1_6804573
NC_029263.1_20628374,NC_029263.1_763040,NC_029264.1_6030899,NC_029261.1_18823102,NC_029261.1_4729736,NC_029263.1_8581522,NC_029261.1_21359906,NC_029263.1_5033538,NC_029263.1_19452247,NC_029266.1_3763337,NC_029263.1_8581522
NC_029263.1_21303491,NC_029263.1_1015024,NC_029264.1_7117394,NC_029261.1_18886269,NC_029261.1_5711664,NC_029263.1_8655021,NC_029261.1_22646014,NC_029263.1_5556704,NC_029263.1_19850939,NC_029266.1_4125181,NC_029263.1_8655021
NC_029263.1_22717441,NC_029263.1_1661224,NC_029264.1_7248750,NC_029261.1_20717706,NC_029261.1_6151041,NC_029263.1_8941062,NC_029261.1_23126473,NC_029263.1_8317558,NC_029263.1_19888503,NC_029266.1_6968563,NC_029263.1_8941062
NC_029263.1_23289526,NC_029263.1_2433357,NC_029264.1_7294080,NC_029261.1_21010524,NC_029261.1_6356701,NC_029263.1_9683719,NC_029261.1_23535333,NC_029263.1_8581519,NC_029263.1_20120594,NC_029266.1_7594413,NC_029263.1_9683719
NC_029263.1_23714170,NC_029263.1_3543780,NC_029264.1_10863117,NC_029261.1_22646014,NC_029261.1_6521724,NC_029263.1_9778571,NC_029261.1_24358871,NC_029263.1_8606328,NC_029263.1_20628371,NC_029266.1_10091197,NC_029263.1_9778571
NC_029263.1_24175360,NC_029263.1_5033538,NC_029264.1_11632407,NC_029261.1_22695566,NC_029261.1_6758040,NC_029263.1_11403144,NC_029261.1_24594638,NC_029263.1_8655021,NC_029263.1_21213101,NC_029266.1_10775103,NC_029263.1_11403144
NC_029263.1_24881079,NC_029263.1_5556704,NC_029264.1_12453631,NC_029261.1_23126473,NC_029261.1_6848915,NC_029263.1_13076781,NC_029261.1_24736787,NC_029263.1_9385126,NC_029263.1_21302898,NC_029266.1_11033106,NC_029263.1_13076781
NC_029263.1_26389311,NC_029263.1_9683605,NC_029264.1_13736140,NC_029261.1_23535330,NC_029261.1_7516516,NC_029263.1_13103107,NC_029261.1_25002505,NC_029263.1_9683722,NC_029263.1_22948359,NC_029266.1_11666230,NC_029263.1_13103107
NC_029263.1_26430164,NC_029263.1_10729276,NC_029264.1_13739918,NC_029261.1_24310180,NC_029261.1_7627506,NC_029263.1_14721481,NC_029261.1_25061785,NC_029263.1_9778571,NC_029263.1_22958988,NC_029266.1_13743296,NC_029263.1_14721481
NC_029263.1_26602700,NC_029263.1_11413096,NC_029264.1_14118722,NC_029261.1_24594486,NC_029261.1_7628081,NC_029263.1_15387729,NC_029261.1_25696736,NC_029263.1_11403147,NC_029263.1_23290288,NC_029266.1_13975601,NC_029263.1_15387729
NC_029263.1_26779367,NC_029263.1_11454145,NC_029264.1_15292526,NC_029261.1_24594638,NC_029261.1_7918572,NC_029263.1_15632446,NC_029261.1_26084878,NC_029263.1_13076781,NC_029263.1_23312907,NC_029266.1_15385199,NC_029263.1_15632446
NC_029263.1_27152477,NC_029263.1_11774721,NC_029264.1_15394517,NC_029261.1_25002505,NC_029261.1_11552864,NC_029263.1_19197270,NC_029261.1_26417517,NC_029263.1_13103107,NC_029263.1_23665412,NC_029266.1_16100808,NC_029263.1_19197270
NC_029263.1_28359810,NC_029263.1_19456158,NC_029264.1_15441737,NC_029261.1_25103031,NC_029261.1_13741408,NC_029263.1_19452247,NC_029261.1_26597722,NC_029263.1_14721481,NC_029263.1_23802327,NC_029266.1_16811327,NC_029263.1_19452247
NC_029264.1_6852609,NC_029263.1_19573350,NC_029264.1_15943212,NC_029261.1_25864117,NC_029261.1_14196448,NC_029263.1_19453400,NC_029261.1_26792258,NC_029263.1_15387726,NC_029263.1_23849140,NC_029266.1_16894771,NC_029263.1_19453400
NC_029264.1_9583245,NC_029263.1_19671059,NC_029264.1_16024217,NC_029261.1_25917763,NC_029261.1_14790332,NC_029263.1_19888503,NC_029261.1_27371006,NC_029263.1_15632446,NC_029263.1_24881079,NC_029266.1_17352197,NC_029263.1_19888503
NC_029264.1_11345696,NC_029263.1_19840875,NC_029264.1_16330822,NC_029261.1_26083882,NC_029261.1_16484185,NC_029263.1_20628371,NC_029261.1_27476863,NC_029263.1_19197270,NC_029263.1_26430167,NC_029266.1_17641559,NC_029263.1_20628371
NC_029264.1_12105753,NC_029263.1_20628371,NC_029264.1_16690611,NC_029261.1_26944607,NC_029261.1_17106305,NC_029263.1_22948359,NC_029261.1_27840590,NC_029263.1_19452247,NC_029263.1_26602700,NC_029266.1_17787653,NC_029263.1_22948359
NC_029264.1_12538484,NC_029263.1_21303491,NC_029264.1_17452749,NC_029261.1_27840590,NC_029261.1_18886269,NC_029263.1_22958988,NC_029261.1_29405403,NC_029263.1_19453400,NC_029263.1_27109714,NC_029266.1_19532759,NC_029263.1_22958988
NC_029264.1_13347066,NC_029263.1_23289526,NC_029264.1_17901600,NC_029261.1_28118769,NC_029261.1_20717706,NC_029263.1_23289526,NC_029261.1_30049592,NC_029263.1_19888503,NC_029263.1_27153070,NC_029266.1_19811280,NC_029263.1_23289526
NC_029264.1_15710720,NC_029263.1_23714170,NC_029264.1_18186640,NC_029261.1_29048878,NC_029261.1_21010524,NC_029263.1_23643434,NC_029261.1_30293898,NC_029263.1_20628371,NC_029263.1_27396688,NC_029266.1_20478227,NC_029263.1_23643434
NC_029264.1_16182068,NC_029263.1_24175360,NC_029264.1_18354393,NC_029261.1_29691949,NC_029261.1_21231548,NC_029263.1_23714170,NC_029261.1_30450785,NC_029263.1_21236816,NC_029263.1_28359810,NC_029266.1_20490424,NC_029263.1_23714170
NC_029264.1_16865569,NC_029263.1_24830520,NC_029264.1_18705898,NC_029261.1_30049592,NC_029261.1_21359909,NC_029263.1_24175360,NC_029261.1_30826049,NC_029263.1_22948359,NC_029264.1_3583227,NC_029266.1_21459183,NC_029263.1_24175360
NC_029264.1_18183748,NC_029263.1_24881079,NC_029264.1_19596971,NC_029261.1_30293898,NC_029261.1_22646017,NC_029263.1_24585355,NC_029262.1_1246394,NC_029263.1_22958988,NC_029264.1_6834216,NC_029266.1_23860742,NC_029263.1_24585355
NC_029264.1_18501907,NC_029263.1_25640584,NC_029264.1_19832666,NC_029261.1_30296350,NC_029261.1_23126473,NC_029263.1_24622993,NC_029262.1_3259975,NC_029263.1_23290291,NC_029264.1_6964922,NC_029266.1_24682791,NC_029263.1_24622993
NC_029264.1_19174229,NC_029263.1_26430164,NC_029264.1_19853963,NC_029261.1_30450782,NC_029261.1_23535330,NC_029263.1_24830425,NC_029262.1_3580864,NC_029263.1_23312907,NC_029264.1_12105753,NC_029266.1_25822229,NC_029263.1_24830425
NC_029264.1_19302410,NC_029263.1_26602700,NC_029264.1_20473692,NC_029261.1_30823271,NC_029261.1_23734859,NC_029263.1_24865163,NC_029262.1_3851195,NC_029263.1_23665412,NC_029264.1_12538487,NC_029266.1_28835577,NC_029263.1_24865163
NC_029264.1_19637390,NC_029263.1_26734998,NC_029264.1_20804029,NC_029262.1_429081,NC_029261.1_24594638,NC_029263.1_24965703,NC_029262.1_3981857,NC_029263.1_23802327,NC_029264.1_14081741,NC_029267.1_731441,NC_029263.1_24965703
NC_029264.1_19760394,NC_029263.1_27152477,NC_029264.1_20805719,NC_029262.1_1246440,NC_029261.1_24736784,NC_029263.1_25236839,NC_029262.1_7541939,NC_029263.1_24585355,NC_029264.1_15559282,NC_029267.1_827132,NC_029263.1_25236839
NC_029264.1_20250174,NC_029263.1_28359810,NC_029264.1_21306203,NC_029262.1_1554683,NC_029261.1_25002505,NC_029263.1_25278858,NC_029262.1_8541854,NC_029263.1_24622993,NC_029264.1_15710720,NC_029267.1_2224377,NC_029263.1_25278858
NC_029264.1_20804029,NC_029264.1_3654820,NC_029264.1_21322651,NC_029262.1_2205350,NC_029261.1_26083882,NC_029263.1_25881177,NC_029262.1_10226508,NC_029263.1_24829780,NC_029264.1_16182071,NC_029267.1_3840865,NC_029263.1_25881177
NC_029264.1_21614110,NC_029264.1_12032821,NC_029264.1_22064461,NC_029262.1_2738726,NC_029261.1_26084878,NC_029263.1_27109714,NC_029262.1_16258988,NC_029263.1_24830425,NC_029264.1_16865569,NC_029267.1_4109145,NC_029263.1_27109714
NC_029264.1_21743838,NC_029264.1_13736140,NC_029264.1_22089214,NC_029262.1_3667744,NC_029261.1_26417517,NC_029263.1_27153070,NC_029262.1_18616401,NC_029263.1_24907173,NC_029264.1_17534147,NC_029267.1_5545730,NC_029263.1_27153070
NC_029265.1_664875,NC_029264.1_13739918,NC_029264.1_22186804,NC_029262.1_4802471,NC_029261.1_26822475,NC_029263.1_27396688,NC_029262.1_19446274,NC_029263.1_24965703,NC_029264.1_19174229,NC_029267.1_7653851,NC_029263.1_27396688
NC_029265.1_1267743,NC_029264.1_13762285,NC_029264.1_22706825,NC_029262.1_4910921,NC_029261.1_27565134,NC_029263.1_27546364,NC_029262.1_20204537,NC_029263.1_25236839,NC_029264.1_19637390,NC_029267.1_15777508,NC_029263.1_27546364
NC_029265.1_1766192,NC_029264.1_14118722,NC_029265.1_290595,NC_029262.1_5160300,NC_029261.1_27840590,NC_029263.1_27559394,NC_029262.1_20205014,NC_029263.1_25278858,NC_029264.1_20250174,NC_029267.1_19986497,NC_029263.1_27559394
NC_029265.1_2983646,NC_029264.1_15242689,NC_029265.1_2734626,NC_029262.1_7314673,NC_029261.1_27901839,NC_029263.1_28045328,NC_029262.1_20615707,NC_029263.1_25706915,NC_029264.1_20604077,NC_029267.1_21250306,NC_029263.1_28045328
NC_029265.1_2990544,NC_029264.1_15710720,NC_029265.1_2854152,NC_029262.1_8294689,NC_029261.1_28104112,NC_029264.1_626689,NC_029262.1_21376224,NC_029263.1_25881177,NC_029264.1_20804029,NC_029267.1_22594222,NC_029264.1_626689
NC_029265.1_6645082,NC_029264.1_16182068,NC_029265.1_2854242,NC_029262.1_11852824,NC_029261.1_29032045,NC_029264.1_643090,NC_029262.1_21402839,NC_029263.1_26430164,NC_029264.1_22676800,NC_029267.1_23060351,NC_029264.1_643090
NC_029265.1_7399680,NC_029264.1_16865569,NC_029265.1_4007945,NC_029262.1_13481674,NC_029261.1_29048878,NC_029264.1_968866,NC_029262.1_21784297,NC_029263.1_26602700,NC_029265.1_1267746,NC_029267.1_23784567,NC_029264.1_968866
NC_029265.1_9284124,NC_029264.1_18012312,NC_029265.1_6566242,NC_029262.1_14975640,NC_029261.1_29405403,NC_029264.1_2094377,NC_029262.1_22060084,NC_029263.1_28351527,NC_029265.1_1896880,NC_029267.1_24587182,NC_029264.1_2094377
NC_029265.1_11609959,NC_029264.1_18164832,NC_029265.1_6896565,NC_029262.1_15400641,NC_029261.1_29694595,NC_029264.1_2920203,NC_029262.1_22677730,NC_029263.1_28359810,NC_029265.1_2990544,NC_029267.1_25413938,NC_029264.1_2920203
NC_029265.1_11754178,NC_029264.1_18587844,NC_029265.1_9169249,NC_029262.1_16023231,NC_029261.1_29874552,NC_029264.1_2929960,NC_029262.1_22679546,NC_029264.1_259493,NC_029265.1_3139782,NC_029267.1_26057300,NC_029264.1_2929960
NC_029265.1_12025204,NC_029264.1_19174229,NC_029265.1_11955072,NC_029262.1_16612755,NC_029261.1_30049592,NC_029264.1_4213473,NC_029262.1_23009796,NC_029264.1_11178613,NC_029265.1_4996844,NC_029267.1_26785876,NC_029264.1_4213473
NC_029265.1_12054351,NC_029264.1_19637390,NC_029265.1_13030577,NC_029262.1_17125849,NC_029261.1_30114653,NC_029264.1_6030899,NC_029262.1_23233442,NC_029264.1_12105753,NC_029265.1_6075021,,NC_029264.1_6030899
NC_029265.1_12134119,NC_029264.1_20250174,NC_029265.1_13102743,NC_029262.1_18920531,NC_029261.1_30293901,NC_029264.1_7117394,NC_029262.1_23272149,NC_029264.1_12449752,NC_029265.1_7399680,,NC_029264.1_7117394
NC_029265.1_14181188,NC_029264.1_20804029,NC_029265.1_13370543,NC_029262.1_20093473,NC_029261.1_30450782,NC_029264.1_7248750,NC_029262.1_23559204,NC_029264.1_12538484,NC_029265.1_7408188,,NC_029264.1_7248750
NC_029265.1_15143402,NC_029264.1_22496176,NC_029265.1_14020305,NC_029262.1_20152298,NC_029262.1_1246394,NC_029264.1_12105753,NC_029262.1_23746794,NC_029264.1_14118722,NC_029265.1_10493805,,NC_029264.1_12105753
NC_029265.1_15844226,NC_029265.1_664875,NC_029265.1_14342764,NC_029262.1_20204537,NC_029262.1_1765517,NC_029264.1_12538487,NC_029262.1_23752426,NC_029264.1_14466639,NC_029265.1_11609959,,NC_029264.1_12538487
NC_029265.1_16399985,NC_029265.1_773371,NC_029265.1_14468845,NC_029262.1_21376224,NC_029262.1_1788057,NC_029264.1_15293698,NC_029262.1_23852998,NC_029264.1_15292526,NC_029265.1_12054351,,NC_029264.1_15293698
